time,x,y,z
87000,0.03,0.01,-0.89
87100,0.03,0.01,-0.88
87200,0.04,0.0,-0.87
87300,0.04,0.0,-0.85
87400,0.03,0.01,-0.86
87500,0.05,0.0,-0.88
87600,0.02,0.02,-0.86
87700,0.04,0.01,-0.88
87800,0.04,0.01,-0.85
87900,0.04,0.0,-0.88
88000,0.04,0.01,-0.86
88100,0.04,-0.01,-0.92
88200,0.04,0.01,-0.86
88300,0.04,0.0,-0.87
88400,0.03,0.01,-0.89
88500,0.04,0.01,-0.9
88600,0.03,0.01,-0.86
88700,0.04,0.01,-0.88
88800,0.05,0.0,-0.86
88900,0.02,0.02,-0.84
89000,0.02,0.01,-0.83
89100,0.03,0.0,-0.86
89200,0.03,0.01,-0.86
89300,0.03,0.02,-0.88
89400,0.03,0.01,-0.85
89500,0.04,0.01,-0.88
89600,0.03,0.0,-0.88
89700,0.03,0.02,-0.88
89800,0.03,0.01,-0.88
89900,0.03,0.0,-0.82
90000,0.03,0.0,-0.87
90100,0.04,0.0,-0.88
90200,0.04,0.0,-0.87
90300,0.04,0.02,-0.86
90400,0.04,0.0,-0.87
90500,0.03,0.01,-0.86
90600,0.04,0.0,-0.88
90700,0.04,0.01,-0.87
90800,0.04,0.0,-0.87
90900,0.04,0.01,-0.85
91000,0.04,0.01,-0.87
91100,0.05,0.02,-0.84
91200,0.03,0.0,-0.88
91300,0.03,0.01,-0.87
91400,0.04,0.01,-0.89
91500,0.04,0.0,-0.88
91600,0.04,0.0,-0.85
91700,0.03,0.02,-0.86
91800,0.04,0.02,-0.88
91900,0.04,0.0,-0.86
92000,0.04,0.0,-0.86
92100,0.04,0.0,-0.87
92200,0.04,0.01,-0.88
92300,0.04,0.0,-0.87
92400,0.05,0.0,-0.86
92500,0.03,0.01,-0.87
92600,0.03,0.01,-0.87
92700,0.03,0.01,-0.87
92800,0.04,0.0,-0.88
92900,0.04,0.0,-0.86
93000,0.03,0.01,-0.86
93100,0.04,0.01,-0.85
93200,0.04,0.0,-0.87
93300,0.04,0.01,-0.87
93400,0.04,0.0,-0.88
93500,0.04,0.0,-0.87
93600,0.04,0.02,-0.9
93700,0.04,0.01,-0.88
93800,0.03,0.01,-0.87
93900,0.03,0.0,-0.88
94000,0.03,0.01,-0.84
94100,0.04,0.01,-0.86
94200,0.04,0.0,-0.87
94300,0.04,0.01,-0.87
94400,0.05,0.02,-0.86
94500,0.04,0.0,-0.85
94600,0.03,0.01,-0.87
94700,0.04,0.01,-0.88
94800,0.04,0.01,-0.9
94900,0.02,0.02,-0.86
95000,0.06,0.0,-0.86
95100,0.04,0.01,-0.84
95200,0.04,0.0,-0.86
95300,0.04,0.0,-0.84
95400,0.04,0.01,-0.87
95500,0.03,0.01,-0.87
95600,0.04,0.01,-0.86
95700,0.04,0.02,-0.86
95800,0.02,0.01,-0.9
95900,0.03,0.0,-0.88
96000,0.04,0.0,-0.88
96100,0.04,0.02,-0.89
96200,0.08,-0.04,-0.81
96300,0.05,-0.01,-0.87
96400,0.02,0.0,-0.87
96500,0.05,0.03,-0.86
96600,0.04,0.01,-0.88
96700,0.02,0.03,-0.85
96800,0.04,0.0,-0.86
96900,0.03,0.0,-0.85
97000,0.04,0.0,-0.87
97100,0.03,0.0,-0.85
97200,0.04,-0.01,-0.88
97300,0.03,0.0,-0.86
97400,0.04,0.01,-0.87
97500,0.04,0.0,-0.88
97600,0.03,0.01,-0.87
97700,0.03,0.01,-0.88
97800,0.04,0.02,-0.93
97900,0.04,0.01,-0.87
98000,0.03,0.0,-0.85
98100,0.04,0.01,-0.88
98200,0.04,0.02,-0.87
98300,0.03,0.0,-0.86
98400,0.05,0.0,-0.88
98500,0.02,0.0,-0.8
98600,0.04,0.01,-0.88
98700,0.04,0.0,-0.88
98800,0.04,0.0,-0.86
98900,0.03,0.01,-0.87
99000,0.04,0.0,-0.86
99100,0.04,0.0,-0.87
99200,0.04,0.01,-0.87
99300,0.04,0.0,-0.87
99400,0.03,0.02,-0.88
99500,0.04,0.0,-0.87
99600,0.04,0.0,-0.87
99700,0.04,0.0,-0.87
99800,0.04,0.0,-0.86
99900,0.03,0.0,-0.88
100000,0.04,0.01,-0.86
100100,0.02,-0.0,-0.88
100200,0.04,0.01,-0.87
100300,0.04,0.01,-0.88
100400,0.04,0.0,-0.87
100500,0.04,0.01,-0.87
100600,0.04,0.01,-0.87
100700,0.04,0.01,-0.87
100800,0.04,0.0,-0.86
100900,0.04,0.0,-0.86
101000,0.04,0.0,-0.87
101100,0.04,0.0,-0.86
101200,0.04,0.0,-0.88
101300,0.03,0.0,-0.86
101400,0.04,0.01,-0.88
101500,0.04,0.0,-0.86
101600,0.04,0.01,-0.87
101700,0.03,0.0,-0.88
101800,0.04,0.0,-0.85
101900,0.04,0.0,-0.86
102000,0.04,0.02,-0.88
102100,0.04,0.02,-0.85
102200,0.04,0.0,-0.87
102300,0.02,0.01,-0.86
102400,0.04,0.01,-0.87
102500,0.03,0.01,-0.86
102600,0.03,0.01,-0.87
102700,0.03,0.0,-0.85
102800,0.04,0.01,-0.86
102900,0.04,0.01,-0.87
103000,0.04,0.0,-0.87
103100,0.04,0.0,-0.87
103200,0.04,0.0,-0.86
103300,0.03,0.0,-0.86
103400,0.04,0.01,-0.87
103500,0.04,0.0,-0.88
103600,0.04,0.01,-0.86
103700,0.04,0.0,-0.87
103800,0.05,0.0,-0.88
103900,0.03,0.01,-0.86
104000,0.04,0.01,-0.87
104100,0.03,0.01,-0.88
104200,0.04,0.0,-0.87
104300,0.02,0.01,-0.86
104400,0.04,0.02,-0.87
104500,0.03,0.01,-0.86
104600,0.04,0.0,-0.88
104700,0.04,0.0,-0.87
104800,0.04,0.01,-0.86
104900,0.04,0.0,-0.84
105000,0.04,-0.0,-0.86
105100,0.04,0.0,-0.85
105200,0.03,0.0,-0.86
105300,0.05,-0.0,-0.86
105400,0.04,0.0,-0.87
105500,0.04,0.0,-0.87
105600,0.03,0.01,-0.86
105700,0.03,0.0,-0.87
105800,0.05,0.02,-0.88
105900,0.04,0.0,-0.87
106000,0.04,0.01,-0.86
106100,0.04,-0.0,-0.87
106200,0.04,0.0,-0.87
106300,0.03,0.01,-0.87
106400,0.05,0.0,-0.9
106500,0.03,0.01,-0.88
106600,0.04,0.0,-0.87
106700,0.04,0.0,-0.86
106800,0.04,0.0,-0.87
106900,0.04,0.01,-0.91
107000,0.04,0.0,-0.87
107100,0.04,0.0,-0.87
107200,0.03,0.01,-0.86
107300,0.03,0.0,-0.87
107400,0.04,0.0,-0.86
107500,0.04,0.01,-0.86
107600,0.04,0.0,-0.86
107700,0.06,-0.01,-0.88
107800,0.02,0.02,-0.86
107900,0.02,0.01,-0.89
108000,0.03,0.0,-0.86
108100,0.03,-0.02,-0.82
108200,0.04,0.0,-0.88
108300,0.03,0.01,-0.86
108400,0.03,0.0,-0.86
108500,0.05,0.01,-0.88
108600,0.03,0.01,-0.86
108700,0.05,0.0,-0.87
108800,0.04,0.0,-0.89
108900,0.04,0.01,-0.87
109000,0.03,0.0,-0.88
109100,0.04,0.0,-0.87
109200,0.04,0.0,-0.87
109300,0.04,0.0,-0.87
109400,0.04,0.01,-0.88
109500,0.04,0.0,-0.88
109600,0.03,0.02,-0.8
109700,0.02,0.02,-0.86
109800,0.04,0.01,-0.89
109900,0.04,0.0,-0.87
110000,0.04,0.0,-0.87
110100,0.04,0.01,-0.88
110200,0.03,0.02,-0.87
110300,0.04,0.01,-0.88
110400,0.03,0.0,-0.85
110500,0.04,0.01,-0.88
110600,0.03,0.0,-0.87
110700,0.04,0.0,-0.86
110800,0.04,0.0,-0.88
110900,0.04,0.0,-0.88
111000,0.04,0.01,-0.86
111100,0.04,0.01,-0.87
111200,0.04,0.0,-0.86
111300,0.04,0.01,-0.86
111400,0.04,0.0,-0.88
111500,0.04,0.0,-0.87
111600,0.03,0.01,-0.87
111700,0.03,-0.01,-0.87
111800,0.04,0.0,-0.87
111900,0.04,0.02,-0.87
112000,0.04,0.01,-0.87
112100,0.06,0.0,-0.87
112200,0.04,0.0,-0.87
112300,0.04,0.01,-0.87
112400,0.04,0.04,-0.83
112500,0.04,0.0,-0.89
112600,0.04,0.0,-0.86
112700,0.03,0.0,-0.86
112800,0.04,0.0,-0.89
112900,0.04,0.0,-0.88
113000,0.05,0.0,-0.87
113100,0.05,-0.0,-0.86
113200,0.04,0.0,-0.86
113300,0.04,0.0,-0.86
113400,0.06,0.0,-0.88
113500,0.01,0.02,-0.87
113600,0.06,-0.01,-0.86
113700,0.04,0.0,-0.86
113800,0.02,0.0,-0.88
113900,0.06,0.0,-0.9
114000,0.03,0.02,-0.87
114100,0.04,0.0,-0.86
114200,0.03,0.02,-0.86
114300,0.01,0.02,-0.87
114400,0.04,0.0,-0.86
114500,0.03,0.0,-0.88
114600,0.04,0.0,-0.88
114700,0.02,0.02,-0.85
114800,0.04,0.0,-0.88
114900,0.02,0.04,-0.89
115000,0.01,0.02,-0.85
115100,0.06,-0.03,-0.84
115200,0.08,-0.07,-0.83
115300,0.08,-0.07,-0.91
115400,0.07,-0.06,-0.86
115500,0.03,-0.04,-0.84
115600,0.0,-0.01,-0.89
115700,-0.01,0.06,-0.87
115800,-0.03,0.11,-0.84
115900,0.07,0.07,-0.9
116000,0.08,0.02,-0.86
116100,0.06,-0.02,-0.84
116200,0.01,0.0,-0.81
116300,0.04,0.01,-0.89
116400,0.04,0.0,-0.86
116500,0.04,-0.0,-0.86
116600,0.07,-0.02,-0.88
116700,0.0,0.01,-0.83
116800,0.05,0.0,-0.89
116900,0.04,-0.0,-0.88
117000,0.01,-0.01,-0.86
117100,0.03,0.02,-0.87
117200,0.04,0.01,-0.86
117300,0.04,0.01,-0.88
117400,0.04,0.0,-0.87
117500,0.03,0.0,-0.87
117600,0.03,0.01,-0.87
117700,0.03,0.01,-0.87
117800,0.04,0.0,-0.88
117900,0.04,0.01,-0.86
118000,0.04,0.02,-0.86
118100,0.02,0.02,-0.87
118200,0.01,-0.01,-0.85
118300,0.04,-0.0,-0.86
118400,0.07,-0.04,-0.87
118500,0.03,0.02,-0.86
118600,0.02,0.01,-0.9
118700,0.03,0.01,-0.85
118800,0.04,0.01,-0.87
118900,0.05,0.0,-0.88
119000,0.03,0.01,-0.86
119100,0.03,0.0,-0.87
119200,0.03,0.03,-0.88
119300,0.02,0.02,-0.85
119400,0.03,0.0,-0.87
119500,0.03,0.0,-0.86
119600,0.05,0.0,-0.84
119700,0.04,0.0,-0.86
119800,0.04,0.0,-0.86
119900,0.04,0.0,-0.86
120000,0.05,0.03,-0.85
120100,0.05,0.0,-0.86
120200,0.05,0.0,-0.86
120300,0.05,0.01,-0.89
120400,0.04,0.01,-0.87
120500,0.03,0.0,-0.86
120600,0.02,0.01,-0.91
120700,0.04,0.01,-0.88
120800,0.03,0.0,-0.87
120900,0.04,0.01,-0.88
121000,0.04,0.02,-0.9
121100,0.05,-0.0,-0.86
121200,0.04,-0.0,-0.87
121300,0.03,-0.0,-0.88
121400,0.04,0.01,-0.87
121500,0.03,0.01,-0.86
121600,0.04,0.0,-0.87
121700,0.04,0.0,-0.87
121800,0.05,0.02,-0.89
121900,0.02,0.02,-0.88
122000,0.04,0.0,-0.87
122100,0.04,0.0,-0.83
122200,0.02,0.01,-0.88
122300,0.04,0.0,-0.87
122400,0.02,0.0,-0.86
122500,0.03,0.01,-0.85
122600,0.04,0.0,-0.92
122700,0.03,0.02,-0.88
122800,0.06,0.04,-0.94
122900,0.04,0.01,-0.86
123000,0.04,0.01,-0.87
123100,0.06,0.01,-0.92
123200,0.03,0.01,-0.86
123300,0.04,0.01,-0.87
123400,0.05,0.0,-0.86
123500,0.04,0.02,-0.8
123600,0.02,0.01,-0.86
123700,0.04,0.01,-0.87
123800,0.04,0.01,-0.86
123900,0.03,0.01,-0.9
124000,0.03,0.01,-0.93
124100,0.01,0.03,-0.86
124200,0.04,0.01,-0.87
124300,0.04,0.0,-0.85
124400,0.05,-0.0,-0.81
124500,0.04,0.01,-0.87
124600,0.04,0.01,-0.83
124700,0.03,0.01,-0.87
124800,0.04,0.0,-0.86
124900,0.04,0.02,-0.86
125000,0.04,0.01,-0.87
125100,0.04,0.0,-0.88
125200,0.05,0.0,-0.89
125300,0.02,0.02,-0.85
125400,0.04,0.0,-0.88
125500,0.04,0.02,-0.87
125600,0.04,0.01,-0.87
125700,0.04,-0.01,-0.88
125800,0.01,0.02,-0.85
125900,0.05,0.0,-0.88
126000,0.03,0.0,-0.87
126100,0.03,0.01,-0.87
126200,0.05,0.01,-0.88
126300,0.03,0.01,-0.88
126400,0.03,0.0,-0.86
126500,0.03,0.01,-0.86
126600,0.02,0.01,-0.87
126700,0.03,0.01,-0.85
126800,0.04,0.0,-0.87
126900,0.04,0.01,-0.86
127000,0.03,0.0,-0.86
127100,0.03,0.01,-0.86
127200,0.03,0.0,-0.88
127300,0.03,0.0,-0.87
127400,0.04,0.0,-0.86
127500,0.05,0.0,-0.88
127600,0.03,0.0,-0.86
127700,0.03,0.01,-0.85
127800,0.04,0.0,-0.87
127900,0.04,0.01,-0.86
128000,0.04,0.02,-0.88
128100,0.06,-0.0,-0.86
128200,0.03,0.01,-0.87
128300,0.03,0.02,-0.87
128400,0.04,0.0,-0.87
128500,0.02,0.0,-0.86
128600,0.04,0.0,-0.88
128700,0.03,0.01,-0.86
128800,0.04,0.01,-0.88
128900,0.04,0.01,-0.87
129000,0.02,0.01,-0.86
129100,0.03,0.0,-0.86
129200,0.01,0.02,-0.86
129300,0.02,0.02,-0.87
129400,0.03,0.0,-0.87
129500,0.06,0.0,-0.86
129600,0.02,0.0,-0.88
129700,0.05,0.0,-0.87
129800,0.03,0.0,-0.87
129900,0.04,0.06,-0.95
130000,0.02,0.01,-0.87
130100,0.04,0.0,-0.86
130200,0.03,0.01,-0.87
130300,0.04,0.01,-0.87
130400,0.03,0.01,-0.87
130500,0.05,0.0,-0.86
130600,0.04,0.01,-0.86
130700,0.03,0.01,-0.86
130800,0.04,0.01,-0.87
130900,0.04,0.0,-0.86
131000,0.02,0.01,-0.87
131100,0.04,0.0,-0.88
131200,0.03,0.01,-0.86
131300,0.04,0.01,-0.86
131400,0.03,0.01,-0.87
131500,0.04,0.01,-0.89
131600,0.03,0.01,-0.86
131700,0.08,-0.04,-0.86
131800,0.05,-0.02,-0.85
131900,-0.03,0.09,-0.85
132000,-0.06,0.11,-0.85
132100,0.1,0.0,-0.9
132200,0.14,-0.1,-0.86
132300,0.13,-0.09,-0.89
132400,0.04,-0.01,-0.83
132500,-0.03,0.05,-0.85
132600,0.01,0.03,-0.86
132700,0.04,0.02,-0.86
132800,0.04,0.0,-0.88
132900,0.03,0.0,-0.87
133000,0.04,0.01,-0.86
133100,0.03,0.0,-0.84
133200,0.05,-0.0,-0.86
133300,0.06,-0.0,-0.86
133400,0.04,0.01,-0.87
133500,0.03,0.01,-0.87
133600,0.06,-0.01,-0.87
133700,0.03,0.01,-0.86
133800,0.04,0.01,-0.87
133900,0.03,0.01,-0.87
134000,0.03,0.0,-0.85
134100,0.04,0.02,-0.88
134200,0.03,0.02,-0.86
134300,0.05,0.0,-0.86
134400,0.03,0.01,-0.87
134500,0.01,-0.02,-0.8
134600,0.04,0.01,-0.88
134700,0.04,0.01,-0.87
134800,0.04,0.02,-0.92
134900,0.03,0.0,-0.87
135000,0.04,0.0,-0.86
135100,0.04,0.0,-0.87
135200,0.04,0.01,-0.87
135300,0.04,0.0,-0.84
135400,0.03,0.01,-0.86
135500,0.03,0.01,-0.87
135600,0.04,0.01,-0.87
135700,0.03,0.01,-0.85
135800,0.03,0.01,-0.87
135900,0.03,0.0,-0.87
136000,0.04,0.0,-0.87
136100,0.04,0.0,-0.89
136200,0.04,0.01,-0.86
136300,0.04,0.01,-0.88
136400,0.04,0.01,-0.87
136500,0.04,0.0,-0.87
136600,0.04,0.0,-0.87
136700,0.04,0.0,-0.86
136800,0.03,0.0,-0.88
136900,0.03,0.01,-0.87
137000,0.03,0.01,-0.87
137100,0.03,0.01,-0.88
137200,0.04,0.0,-0.88
137300,0.04,0.01,-0.86
137400,0.04,0.02,-0.88
137500,0.03,0.0,-0.89
137600,0.04,0.02,-0.86
137700,0.05,-0.0,-0.87
137800,0.04,0.01,-0.88
137900,0.04,0.01,-0.87
138000,0.03,0.01,-0.88
138100,0.04,0.01,-0.87
138200,0.04,0.02,-0.88
138300,0.04,0.0,-0.88
138400,0.04,0.01,-0.86
138500,0.03,0.01,-0.87
138600,0.03,0.0,-0.88
138700,0.05,-0.0,-0.86
138800,0.04,0.0,-0.86
138900,0.02,0.0,-0.87
139000,0.04,0.0,-0.86
139100,0.03,0.01,-0.88
139200,0.04,0.01,-0.86
139300,0.03,0.01,-0.86
139400,0.02,0.02,-0.87
139500,0.04,0.0,-0.88
139600,0.04,0.0,-0.86
139700,0.04,0.0,-0.87
139800,0.03,0.0,-0.89
139900,0.04,0.02,-0.86
140000,0.04,0.0,-0.86
140100,0.04,0.01,-0.88
140200,0.04,0.01,-0.88
140300,0.03,0.0,-0.86
140400,0.04,0.01,-0.86
140500,0.04,0.01,-0.87
140600,0.05,0.02,-0.86
140700,0.04,0.01,-0.88
140800,0.06,0.02,-0.88
140900,0.04,0.0,-0.86
141000,0.05,0.0,-0.88
141100,0.04,0.0,-0.84
141200,0.04,0.01,-0.88
141300,0.04,0.01,-0.87
141400,0.04,0.0,-0.86
141500,0.03,0.0,-0.9
141600,0.04,0.0,-0.87
141700,0.04,0.01,-0.84
141800,0.04,0.0,-0.86
141900,0.05,0.01,-0.87
142000,0.03,0.02,-0.87
142100,0.03,0.0,-0.88
142200,0.04,0.01,-0.86
142300,0.04,0.01,-0.87
142400,0.04,0.01,-0.9
142500,0.04,0.01,-0.86
142600,0.04,0.0,-0.86
142700,0.04,0.0,-0.87
142800,0.04,0.01,-0.88
142900,0.04,0.01,-0.87
143000,0.04,0.0,-0.86
143100,0.04,0.0,-0.87
143200,0.04,0.0,-0.87
143300,0.04,0.0,-0.87
143400,0.04,0.01,-0.87
143500,0.04,0.0,-0.86
143600,0.04,0.0,-0.89
143700,0.04,0.0,-0.86
143800,0.04,0.01,-0.86
143900,0.03,0.01,-0.88
144000,0.04,0.01,-0.87
144100,0.04,0.01,-0.87
144200,0.04,0.01,-0.86
144300,0.04,0.0,-0.86
144400,0.03,0.01,-0.88
144500,0.04,0.02,-0.85
144600,0.04,0.0,-0.88
144700,0.04,0.01,-0.87
144800,0.04,0.01,-0.87
144900,0.04,0.01,-0.86
145000,0.04,0.0,-0.87
145100,0.03,0.01,-0.86
145200,0.04,0.0,-0.88
145300,0.04,0.0,-0.86
145400,0.05,0.0,-0.84
145500,0.02,0.01,-0.87
145600,0.04,0.0,-0.88
145700,0.05,0.01,-0.87
145800,0.04,0.01,-0.87
145900,0.04,0.01,-0.87
146000,0.04,0.0,-0.9
146100,0.04,0.01,-0.86
146200,0.03,0.02,-0.95
146300,0.04,0.01,-0.91
146400,0.02,0.01,-0.87
146500,0.05,0.0,-0.87
146600,0.03,0.01,-0.87
146700,0.03,0.0,-0.86
146800,0.04,0.01,-0.87
146900,0.04,0.01,-0.88
147000,0.04,0.0,-0.86
147100,0.04,0.0,-0.87
147200,0.03,0.01,-0.86
147300,0.05,0.0,-0.87
147400,0.04,0.0,-0.86
147500,0.04,0.0,-0.88
147600,0.04,0.0,-0.87
147700,0.04,0.01,-0.86
147800,0.04,0.02,-0.89
147900,0.03,0.02,-0.89
148000,0.03,0.02,-0.87
148100,0.04,0.0,-0.87
148200,0.03,0.0,-0.88
148300,0.05,0.01,-0.88
148400,0.02,0.03,-0.88
148500,0.05,0.0,-0.88
148600,0.05,0.01,-0.83
148700,0.04,0.0,-0.88
148800,0.04,0.0,-0.86
148900,0.04,0.01,-0.86
149000,0.03,0.0,-0.87
149100,0.04,0.0,-0.86
149200,0.04,0.0,-0.86
149300,0.04,0.0,-0.87
149400,0.04,0.01,-0.86
149500,0.03,0.0,-0.87
149600,0.02,0.02,-0.88
149700,0.03,0.01,-0.86
149800,0.04,0.0,-0.87
149900,0.02,0.0,-0.86
150000,0.06,-0.01,-0.86
150100,0.03,-0.01,-0.89
150200,0.02,0.0,-0.86
150300,0.03,0.0,-0.83
150400,0.04,0.0,-0.87
150500,0.02,0.01,-0.87
150600,0.04,0.01,-0.88
150700,0.03,0.01,-0.88
150800,0.03,-0.0,-0.87
150900,0.06,0.0,-0.87
151000,0.04,0.0,-0.88
151100,0.03,0.02,-0.86
151200,0.04,0.0,-0.87
151300,0.03,0.01,-0.88
151400,0.04,0.01,-0.86
151500,0.03,0.0,-0.86
151600,0.04,0.02,-0.92
151700,0.03,0.01,-0.86
151800,0.04,0.0,-0.88
151900,0.04,0.01,-0.87
152000,0.04,0.01,-0.87
152100,0.03,0.01,-0.87
152200,0.05,0.0,-0.87
152300,0.05,0.04,-0.95
152400,0.03,0.03,-0.86
152500,0.04,0.02,-0.9
152600,0.03,0.0,-0.86
152700,0.04,0.01,-0.87
152800,0.04,0.01,-0.86
152900,0.03,0.0,-0.85
153000,0.03,0.02,-0.88
153100,0.02,0.02,-0.88
153200,0.06,0.0,-0.87
153300,0.03,0.01,-0.86
153400,0.03,0.0,-0.86
153500,0.02,0.02,-0.87
153600,0.03,0.01,-0.88
153700,0.03,0.0,-0.87
153800,0.04,0.01,-0.85
153900,0.02,0.01,-0.88
154000,0.05,0.01,-0.86
154100,0.03,0.0,-0.86
154200,0.04,0.02,-0.9
154300,0.03,0.0,-0.87
154400,0.06,-0.02,-0.85
154500,0.03,0.01,-0.87
154600,0.03,0.01,-0.87
154700,0.03,0.01,-0.86
154800,0.05,0.01,-0.89
154900,0.03,0.01,-0.87
155000,0.03,0.01,-0.88
155100,0.05,0.0,-0.88
155200,0.02,0.01,-0.86
155300,0.04,0.0,-0.88
155400,0.05,0.01,-0.87
155500,0.04,0.02,-0.91
155600,0.05,0.0,-0.88
155700,0.04,0.0,-0.86
155800,0.04,0.0,-0.87
155900,0.04,0.01,-0.87
156000,0.05,0.04,-0.91
156100,0.02,0.02,-0.87
156200,0.05,0.0,-0.87
156300,0.04,0.0,-0.86
156400,0.04,-0.02,-0.82
156500,0.01,0.05,-0.9
156600,0.02,0.05,-0.87
156700,0.03,0.01,-0.87
156800,0.05,0.0,-0.86
156900,0.02,0.0,-0.87
157000,0.04,0.04,-0.87
157100,0.04,0.0,-0.86
157200,0.04,0.0,-0.86
157300,0.04,0.01,-0.9
157400,0.06,0.01,-0.88
157500,0.06,-0.02,-0.86
157600,0.06,-0.01,-0.86
157700,0.02,0.01,-0.87
157800,0.06,-0.04,-0.87
157900,0.02,0.01,-0.84
158000,0.05,0.0,-0.87
158100,0.02,0.01,-0.86
158200,0.03,-0.01,-0.84
158300,0.05,-0.01,-0.87
158400,0.04,0.01,-0.86
158500,0.03,0.01,-0.86
158600,0.06,-0.03,-0.85
158700,0.02,0.01,-0.88
158800,0.05,0.0,-0.87
158900,0.04,0.0,-0.86
159000,0.04,0.01,-0.86
159100,0.03,0.0,-0.86
159200,0.05,0.0,-0.88
159300,0.05,0.0,-0.85
159400,0.04,0.01,-0.88
159500,0.05,0.01,-0.85
159600,0.03,0.0,-0.86
159700,0.04,0.0,-0.88
159800,0.02,0.02,-0.88
159900,0.06,-0.01,-0.84
160000,0.07,-0.04,-0.89
160100,0.06,-0.01,-0.88
160200,0.02,0.02,-0.86
160300,0.03,0.02,-0.88
160400,0.04,0.01,-0.88
160500,0.04,0.0,-0.86
160600,0.03,0.0,-0.87
160700,0.04,0.02,-0.88
160800,0.06,-0.03,-0.84
160900,0.08,-0.03,-0.86
161000,0.03,0.02,-0.88
161100,0.03,0.02,-0.88
161200,0.04,0.0,-0.87
161300,0.04,0.01,-0.87
161400,0.04,0.02,-0.84
161500,0.02,0.02,-0.9
161600,0.02,0.0,-0.88
161700,0.04,-0.01,-0.86
161800,0.04,-0.0,-0.86
161900,0.03,-0.0,-0.86
162000,0.03,0.02,-0.87
162100,0.03,0.01,-0.87
162200,0.03,0.0,-0.87
162300,0.06,0.0,-0.89
162400,0.04,0.01,-0.87
162500,0.04,0.0,-0.88
162600,0.08,-0.01,-0.9
162700,0.04,-0.04,-0.84
162800,0.03,0.0,-0.86
162900,0.03,0.02,-0.88
163000,0.04,0.0,-0.86
163100,0.04,0.0,-0.87
163200,0.03,0.01,-0.86
163300,0.03,0.0,-0.87
163400,0.02,0.0,-0.86
163500,0.04,0.0,-0.86
163600,0.06,-0.0,-0.88
163700,0.04,0.01,-0.88
163800,0.02,0.02,-0.87
163900,0.01,0.03,-0.87
164000,0.03,0.01,-0.85
164100,0.02,0.01,-0.86
164200,0.05,-0.01,-0.87
164300,0.06,-0.0,-0.86
164400,0.05,0.0,-0.86
164500,0.01,0.04,-0.85
164600,0.02,0.02,-0.87
164700,0.08,-0.01,-0.88
164800,0.02,0.01,-0.86
164900,0.05,0.0,-0.86
165000,0.02,0.01,-0.87
165100,0.03,0.0,-0.86
165200,0.04,0.01,-0.88
165300,0.04,0.0,-0.85
165400,0.03,0.01,-0.86
165500,0.03,0.0,-0.86
165600,0.04,0.0,-0.88
165700,0.03,0.0,-0.87
165800,0.02,0.01,-0.87
165900,0.04,0.0,-0.87
166000,0.03,0.01,-0.87
166100,0.03,0.01,-0.86
166200,0.04,0.0,-0.87
166300,0.04,0.01,-0.86
166400,0.04,0.01,-0.92
166500,0.03,0.0,-0.87
166600,0.04,0.01,-0.87
166700,0.04,0.01,-0.85
166800,0.04,0.0,-0.82
166900,0.04,-0.0,-0.89
167000,0.03,0.04,-0.9
167100,0.0,0.05,-0.87
167200,0.07,0.0,-0.88
167300,0.04,0.01,-0.86
167400,0.03,0.02,-0.85
167500,0.03,0.0,-0.87
167600,0.04,0.0,-0.88
167700,0.03,-0.0,-0.87
167800,0.04,0.01,-0.87
167900,0.04,0.0,-0.87
168000,0.04,0.0,-0.86
168100,0.04,0.0,-0.88
168200,0.04,0.01,-0.87
168300,0.04,0.0,-0.9
168400,0.04,0.01,-0.87
168500,0.04,0.01,-0.86
168600,0.03,0.0,-0.87
168700,0.04,0.0,-0.86
168800,0.04,0.0,-0.88
168900,0.03,0.0,-0.87
169000,0.04,0.01,-0.87
169100,0.04,0.01,-0.87
169200,0.04,0.0,-0.86
169300,0.04,0.01,-0.87
169400,0.04,0.0,-0.86
169500,0.05,0.0,-0.86
169600,0.03,0.01,-0.85
169700,0.02,0.02,-0.88
169800,0.03,0.01,-0.89
169900,0.04,0.0,-0.88
170000,0.03,0.01,-0.85
170100,0.04,0.01,-0.88
170200,0.04,0.0,-0.86
170300,0.04,0.01,-0.88
170400,0.04,0.01,-0.87
170500,0.03,0.01,-0.86
170600,0.04,0.0,-0.87
170700,0.04,0.0,-0.86
170800,0.04,0.0,-0.88
170900,0.04,0.0,-0.87
171000,0.03,0.01,-0.87
171100,0.04,0.0,-0.86
171200,0.04,0.0,-0.87
171300,0.04,0.01,-0.87
171400,0.02,0.0,-0.88
171500,0.04,0.0,-0.87
171600,0.03,0.01,-0.87
171700,0.04,0.0,-0.87
171800,0.03,0.01,-0.85
171900,0.02,0.02,-0.86
172000,0.03,0.01,-0.87
172100,0.03,0.0,-0.87
172200,0.03,0.01,-0.87
172300,0.03,0.01,-0.87
172400,0.04,0.01,-0.87
172500,0.03,0.0,-0.88
172600,0.05,-0.01,-0.87
172700,0.04,0.01,-0.87
172800,0.04,0.0,-0.85
172900,0.03,0.0,-0.88
173000,0.04,0.01,-0.87
173100,0.02,0.01,-0.86
173200,0.04,0.0,-0.88
173300,0.04,0.01,-0.87
173400,0.05,0.02,-0.87
173500,0.04,0.0,-0.86
173600,0.04,0.0,-0.87
173700,0.05,0.01,-0.9
173800,0.04,0.0,-0.86
