time,x,y,z
173900,0.04,0.0,-0.86
174000,0.04,0.0,-0.88
174100,0.02,0.0,-0.84
174200,0.04,0.01,-0.86
174300,0.07,-0.02,-0.84
174400,0.02,0.01,-0.89
174500,0.03,0.0,-0.86
174600,0.02,0.0,-0.88
174700,0.04,0.0,-0.86
174800,0.03,0.01,-0.88
174900,0.04,0.01,-0.86
175000,0.04,0.0,-0.86
175100,0.04,0.0,-0.86
175200,0.03,0.0,-0.86
175300,0.04,0.0,-0.87
175400,0.04,0.01,-0.87
175500,0.03,0.01,-0.87
175600,0.04,0.0,-0.87
175700,0.04,0.01,-0.87
175800,0.03,0.0,-0.87
175900,0.03,-0.0,-0.84
176000,0.04,0.0,-0.86
176100,0.07,0.0,-0.86
176200,0.02,0.01,-0.88
176300,0.04,0.0,-0.86
176400,0.03,0.0,-0.86
176500,0.05,0.0,-0.86
176600,0.04,0.01,-0.88
176700,0.04,0.0,-0.87
176800,0.03,0.0,-0.87
176900,0.04,0.0,-0.86
177000,0.02,0.01,-0.87
177100,0.03,0.0,-0.87
177200,0.03,0.0,-0.88
177300,0.04,0.0,-0.86
177400,0.04,0.0,-0.87
177500,0.04,0.01,-0.87
177600,0.03,0.0,-0.86
177700,0.04,0.0,-0.84
177800,0.04,0.01,-0.87
177900,0.06,0.0,-0.88
178000,0.0,0.03,-0.82
178100,0.05,0.0,-0.88
178200,0.03,0.01,-0.86
178300,0.05,0.01,-0.85
178400,0.02,0.0,-0.88
178500,0.04,0.01,-0.88
178600,0.03,0.0,-0.87
178700,0.04,0.0,-0.86
178800,0.04,0.0,-0.86
178900,0.04,0.0,-0.87
179000,0.03,0.0,-0.88
179100,0.04,0.0,-0.87
179200,0.04,0.0,-0.87
179300,0.04,0.01,-0.87
179400,0.04,0.0,-0.88
179500,0.04,0.0,-0.86
179600,0.04,0.01,-0.87
179700,0.04,0.0,-0.84
179800,0.02,0.0,-0.88
179900,0.03,0.01,-0.84
180000,0.03,0.0,-0.9
180100,0.04,0.0,-0.89
180200,0.03,0.01,-0.87
180300,0.04,0.01,-0.86
180400,0.03,0.0,-0.86
180500,0.04,0.01,-0.88
180600,0.04,0.01,-0.88
180700,0.04,0.01,-0.86
180800,0.04,0.0,-0.87
180900,0.04,0.0,-0.87
181000,0.04,0.0,-0.87
181100,0.04,0.0,-0.88
181200,0.04,0.01,-0.87
181300,0.03,0.01,-0.87
181400,0.04,0.02,-0.89
181500,0.03,0.0,-0.96
181600,0.04,-0.01,-0.86
181700,0.04,0.02,-0.88
181800,0.02,0.0,-0.86
181900,0.04,0.0,-0.86
182000,0.04,0.01,-0.87
182100,0.04,0.01,-0.87
182200,0.03,0.01,-0.87
182300,0.03,0.0,-0.88
182400,0.04,0.0,-0.88
182500,0.04,0.0,-0.87
182600,0.03,0.02,-0.87
182700,0.04,0.0,-0.87
182800,0.04,0.0,-0.86
182900,0.04,0.01,-0.87
183000,0.04,0.01,-0.88
183100,0.05,0.02,-0.88
183200,0.04,0.0,-0.87
183300,0.03,0.0,-0.88
183400,0.04,0.0,-0.85
183500,0.04,0.0,-0.84
183600,0.05,0.0,-0.88
183700,0.04,0.01,-0.87
183800,0.04,0.0,-0.87
183900,0.04,0.01,-0.86
184000,0.04,0.01,-0.88
184100,0.02,0.02,-0.92
184200,0.04,0.02,-0.87
184300,0.04,0.0,-0.86
184400,0.05,-0.02,-0.88
184500,0.03,0.0,-0.84
184600,0.04,0.0,-0.87
184700,0.04,0.01,-0.86
184800,0.04,0.0,-0.88
184900,0.04,0.0,-0.87
185000,0.04,0.0,-0.86
185100,0.04,0.01,-0.88
185200,0.02,0.01,-0.87
185300,0.07,-0.04,-0.83
185400,0.04,0.01,-0.82
185500,0.0,0.04,-0.86
185600,0.04,0.01,-0.87
185700,0.05,0.02,-0.84
185800,0.04,0.0,-0.87
185900,0.04,0.01,-0.88
186000,0.03,0.0,-0.86
186100,0.05,-0.01,-0.89
186200,0.03,0.01,-0.86
186300,0.04,0.0,-0.87
186400,0.04,0.0,-0.85
186500,0.03,0.0,-0.85
186600,0.04,0.0,-0.86
186700,0.04,0.01,-0.86
186800,0.04,0.0,-0.87
186900,0.03,0.01,-0.87
187000,0.03,0.0,-0.87
187100,0.04,0.0,-0.86
187200,0.02,0.05,-0.92
187300,0.04,0.02,-0.84
187400,0.04,-0.01,-0.86
187500,0.02,0.0,-0.79
187600,0.04,0.01,-0.85
187700,0.03,0.0,-0.89
187800,0.02,0.01,-0.86
187900,0.05,0.0,-0.87
188000,0.04,0.0,-0.87
188100,0.04,0.01,-0.86
188200,0.04,0.0,-0.87
188300,0.04,0.0,-0.88
188400,0.04,0.01,-0.87
188500,0.04,0.0,-0.87
188600,0.03,0.01,-0.86
188700,0.03,0.02,-0.92
188800,0.04,0.0,-0.87
188900,0.01,0.01,-0.85
189000,0.06,0.0,-0.9
189100,0.02,0.03,-0.86
189200,0.05,0.0,-0.9
189300,0.03,0.01,-0.86
189400,0.04,0.01,-0.87
189500,0.03,0.0,-0.87
189600,0.04,0.01,-0.86
189700,0.04,0.01,-0.86
189800,0.04,0.01,-0.87
189900,0.04,-0.0,-0.86
190000,0.04,0.0,-0.86
190100,0.04,0.01,-0.89
190200,0.03,0.01,-0.86
190300,0.03,0.01,-0.84
190400,0.04,0.0,-0.88
190500,0.04,0.01,-0.86
190600,0.04,0.0,-0.87
190700,0.04,0.01,-0.87
190800,0.06,0.0,-0.86
190900,0.03,0.0,-0.86
191000,0.05,0.01,-0.87
191100,0.03,0.01,-0.86
191200,0.05,0.0,-0.87
191300,0.03,0.01,-0.87
191400,0.04,0.0,-0.87
191500,0.04,0.0,-0.87
191600,0.03,0.01,-0.87
191700,0.04,0.0,-0.89
191800,0.04,0.01,-0.88
191900,0.04,0.0,-0.87
192000,0.04,0.0,-0.87
192100,0.03,0.01,-0.88
192200,0.03,0.01,-0.88
192300,0.03,-0.0,-0.87
192400,0.04,0.02,-0.86
192500,0.02,0.02,-0.87
192600,0.04,0.01,-0.87
192700,0.04,0.0,-0.87
192800,0.03,0.0,-0.86
192900,0.04,0.0,-0.87
193000,0.03,0.0,-0.88
193100,0.03,0.0,-0.87
193200,0.05,0.0,-0.78
193300,0.03,0.01,-0.86
193400,0.02,0.01,-0.82
193500,0.05,-0.01,-0.86
193600,0.02,0.0,-0.87
193700,0.04,0.01,-0.86
193800,0.04,0.0,-0.86
193900,0.04,0.0,-0.88
194000,0.04,0.01,-0.86
194100,0.04,0.0,-0.88
194200,0.03,0.0,-0.87
194300,0.03,0.01,-0.87
194400,0.04,0.0,-0.87
194500,0.04,0.0,-0.86
194600,0.03,0.01,-0.87
194700,0.03,0.01,-0.87
194800,0.03,0.01,-0.86
194900,0.02,0.0,-0.84
195000,0.05,0.0,-0.87
195100,0.04,-0.01,-0.84
195200,0.03,0.0,-0.89
195300,0.03,0.02,-0.86
195400,0.04,0.0,-0.87
195500,0.03,0.0,-0.86
195600,0.02,0.0,-0.87
195700,0.03,0.01,-0.87
195800,0.03,0.01,-0.86
195900,0.03,0.0,-0.87
196000,0.03,0.01,-0.87
196100,0.04,0.01,-0.87
196200,0.04,0.0,-0.87
196300,0.02,0.01,-0.86
196400,0.04,0.0,-0.87
196500,0.04,0.0,-0.86
196600,0.04,0.0,-0.86
196700,0.04,0.0,-0.86
196800,0.03,0.01,-0.86
196900,0.04,0.01,-0.88
197000,0.04,0.0,-0.89
197100,0.04,0.01,-0.88
197200,0.02,0.02,-0.84
197300,0.04,0.0,-0.9
197400,0.04,0.0,-0.86
197500,0.02,0.02,-0.83
197600,0.03,0.01,-0.87
197700,0.03,0.0,-0.87
197800,0.03,0.0,-0.87
197900,0.03,0.01,-0.87
198000,0.04,0.01,-0.87
198100,0.03,-0.0,-0.96
198200,0.04,0.01,-0.86
198300,0.04,0.01,-0.88
198400,0.04,0.01,-0.87
198500,0.04,0.0,-0.87
198600,0.04,0.0,-0.87
198700,0.03,0.01,-0.86
198800,0.05,0.02,-0.86
198900,0.04,0.01,-0.87
199000,0.04,0.0,-0.9
199100,0.03,0.01,-0.87
199200,0.04,0.02,-0.84
199300,0.04,0.0,-0.86
199400,0.02,0.0,-0.86
199500,0.04,0.01,-0.87
199600,0.03,0.0,-0.87
199700,0.04,0.0,-0.87
199800,0.04,0.0,-0.87
199900,0.04,0.0,-0.86
200000,0.04,0.01,-0.87
200100,0.04,0.0,-0.86
200200,0.03,0.02,-0.88
200300,0.04,0.0,-0.88
200400,0.04,0.0,-0.87
200500,0.04,0.0,-0.86
200600,0.03,0.0,-0.87
200700,0.03,0.01,-0.87
200800,0.04,0.01,-0.86
200900,0.04,-0.0,-0.87
201000,0.05,0.02,-0.89
201100,0.02,0.03,-0.87
201200,0.05,0.0,-0.86
201300,0.04,0.0,-0.88
201400,0.03,0.0,-0.87
201500,0.04,0.01,-0.87
201600,0.03,0.01,-0.87
201700,0.03,0.0,-0.86
201800,0.03,0.0,-0.88
201900,0.03,0.0,-0.85
202000,0.04,-0.0,-0.87
202100,0.03,0.01,-0.87
202200,0.03,0.01,-0.87
202300,0.04,-0.0,-0.86
202400,0.03,0.01,-0.87
202500,0.04,0.0,-0.87
202600,0.05,0.0,-0.88
202700,0.03,0.0,-0.87
202800,0.03,0.01,-0.87
202900,0.04,0.0,-0.88
203000,0.04,0.02,-0.88
203100,0.04,0.01,-0.86
203200,0.03,0.0,-0.86
203300,0.04,0.0,-0.87
203400,0.04,0.01,-0.88
203500,0.03,0.01,-0.87
203600,0.03,0.0,-0.87
203700,0.04,0.0,-0.87
203800,0.04,0.01,-0.86
203900,0.04,0.01,-0.88
204000,0.03,0.01,-0.87
204100,0.05,0.02,-0.91
204200,0.03,0.01,-0.86
204300,0.03,0.01,-0.88
204400,0.03,0.0,-0.86
204500,0.04,0.0,-0.87
204600,0.04,0.01,-0.86
204700,0.05,0.0,-0.86
204800,0.04,0.0,-0.86
204900,0.04,0.01,-0.86
205000,0.03,0.0,-0.86
205100,0.02,0.0,-0.87
205200,0.04,0.0,-0.87
205300,0.04,0.0,-0.86
205400,0.04,0.0,-0.86
205500,0.04,0.0,-0.83
205600,0.04,0.0,-0.87
205700,0.04,0.01,-0.86
205800,0.04,0.01,-0.87
205900,0.04,0.0,-0.87
206000,0.04,0.0,-0.86
206100,0.03,0.02,-0.82
206200,0.04,0.0,-0.87
206300,0.03,0.0,-0.86
206400,0.03,0.01,-0.88
206500,0.04,0.0,-0.86
206600,0.04,0.01,-0.85
206700,0.04,0.0,-0.88
206800,0.04,0.0,-0.86
206900,0.03,0.0,-0.87
207000,0.04,0.0,-0.88
207100,0.03,0.01,-0.87
207200,0.03,0.0,-0.87
207300,0.04,0.0,-0.87
207400,0.04,0.01,-0.89
207500,0.04,0.0,-0.86
207600,0.04,0.01,-0.86
207700,0.03,0.01,-0.86
207800,0.02,0.01,-0.86
207900,0.03,0.0,-0.87
208000,0.04,0.01,-0.87
208100,0.03,0.0,-0.87
208200,0.04,0.0,-0.87
208300,0.04,0.0,-0.86
208400,0.03,0.0,-0.88
208500,0.04,0.0,-0.88
208600,0.03,0.01,-0.85
208700,0.04,0.01,-0.88
208800,0.03,0.02,-0.87
208900,0.03,0.01,-0.86
209000,0.04,0.0,-0.85
209100,0.04,0.0,-0.87
209200,0.04,0.01,-0.87
209300,0.04,0.0,-0.87
209400,0.03,0.0,-0.86
209500,0.03,0.01,-0.86
209600,0.04,0.0,-0.88
209700,0.05,-0.0,-0.85
209800,0.04,0.0,-0.87
209900,0.04,0.0,-0.88
210000,0.05,0.02,-0.88
210100,0.04,0.01,-0.87
210200,0.04,0.0,-0.87
210300,0.03,0.01,-0.86
210400,0.03,0.01,-0.88
210500,0.03,0.01,-0.89
210600,0.03,0.01,-0.86
210700,0.04,0.0,-0.86
210800,0.03,0.01,-0.86
210900,0.03,0.01,-0.84
211000,0.04,0.01,-0.88
211100,0.04,0.01,-0.89
211200,0.04,0.01,-0.86
211300,0.04,0.01,-0.87
211400,0.04,0.01,-0.87
211500,0.04,0.01,-0.87
211600,0.04,0.0,-0.87
211700,0.03,0.0,-0.84
211800,0.02,0.02,-0.87
211900,0.04,0.01,-0.88
212000,0.04,0.01,-0.87
212100,0.04,0.0,-0.88
212200,0.03,0.0,-0.87
212300,0.03,0.01,-0.88
212400,0.03,0.0,-0.87
212500,0.04,0.0,-0.87
212600,0.04,0.01,-0.87
212700,0.04,0.0,-0.88
212800,0.04,0.0,-0.87
212900,0.02,0.02,-0.9
213000,0.04,0.01,-0.9
213100,0.03,0.01,-0.87
213200,0.03,0.01,-0.88
213300,0.04,0.01,-0.87
213400,0.04,0.0,-0.88
213500,0.03,0.01,-0.87
213600,0.04,0.0,-0.86
213700,0.04,0.01,-0.87
213800,0.04,0.0,-0.87
213900,0.04,0.0,-0.87
214000,0.04,0.0,-0.86
214100,0.04,0.0,-0.87
214200,0.04,0.01,-0.86
214300,0.05,0.01,-0.88
214400,0.05,-0.0,-0.87
214500,0.03,0.0,-0.86
214600,0.04,-0.01,-0.91
214700,0.03,0.0,-0.87
214800,0.02,0.0,-0.86
214900,0.02,0.0,-0.87
215000,0.03,0.01,-0.87
215100,0.04,0.0,-0.87
215200,0.04,0.01,-0.86
215300,0.04,0.01,-0.87
215400,0.02,0.01,-0.88
215500,0.04,0.01,-0.88
215600,0.04,0.01,-0.88
215700,0.02,0.01,-0.86
215800,0.03,0.01,-0.86
215900,0.03,0.0,-0.86
216000,0.04,0.01,-0.87
216100,0.04,0.0,-0.86
216200,0.04,0.0,-0.87
216300,0.04,0.0,-0.87
216400,0.04,0.0,-0.87
216500,0.02,0.01,-0.88
216600,0.04,0.0,-0.87
216700,0.04,0.01,-0.87
216800,0.02,0.01,-0.87
216900,0.04,0.0,-0.88
217000,0.05,0.01,-0.86
217100,0.04,0.0,-0.87
217200,0.04,0.0,-0.87
217300,0.03,0.01,-0.88
217400,0.03,0.0,-0.86
217500,0.04,0.0,-0.87
217600,0.04,0.0,-0.87
217700,0.04,0.01,-0.85
217800,0.04,0.0,-0.88
217900,0.03,0.01,-0.85
218000,0.02,0.01,-0.85
218100,0.04,0.0,-0.86
218200,0.04,0.0,-0.87
218300,0.04,0.0,-0.87
218400,0.04,0.0,-0.87
218500,0.03,0.0,-0.88
218600,0.03,0.01,-0.87
218700,0.04,0.0,-0.87
218800,0.03,0.01,-0.86
218900,0.04,0.01,-0.86
219000,0.04,0.0,-0.87
219100,0.04,0.01,-0.86
219200,0.04,0.0,-0.86
219300,0.04,0.0,-0.86
219400,0.03,0.01,-0.88
219500,0.03,0.01,-0.86
219600,0.04,0.0,-0.87
219700,0.03,0.0,-0.86
219800,0.03,0.0,-0.87
219900,0.04,0.01,-0.87
220000,0.03,0.0,-0.88
220100,0.03,0.0,-0.8
220200,0.04,0.0,-0.86
220300,0.02,0.01,-0.87
220400,0.04,0.0,-0.87
220500,0.03,0.01,-0.87
220600,0.04,0.0,-0.77
220700,0.02,0.01,-0.88
220800,0.03,0.02,-0.89
220900,0.03,0.01,-0.86
221000,0.04,0.0,-0.87
221100,0.02,0.0,-0.87
221200,0.04,0.01,-0.87
221300,0.03,0.0,-0.87
221400,0.04,0.01,-0.87
221500,0.04,0.0,-0.87
221600,0.04,0.01,-0.87
221700,0.04,0.01,-0.9
221800,0.04,0.0,-0.85
221900,0.03,0.01,-0.87
222000,0.02,0.02,-0.88
222100,0.03,0.0,-0.87
222200,0.04,0.01,-0.88
222300,0.05,0.01,-0.86
222400,0.04,0.0,-0.88
222500,0.02,0.0,-0.86
222600,0.04,0.01,-0.88
222700,0.03,0.0,-0.86
222800,0.03,-0.01,-0.9
222900,0.04,0.02,-0.9
223000,0.03,0.01,-0.86
223100,0.03,0.02,-0.86
223200,0.04,0.0,-0.87
223300,0.04,0.01,-0.88
223400,0.04,0.01,-0.88
223500,0.03,0.02,-0.87
223600,0.04,0.0,-0.86
223700,0.02,0.01,-0.87
223800,0.04,0.0,-0.87
223900,0.04,0.0,-0.87
224000,0.05,-0.01,-0.9
224100,0.04,0.02,-0.86
224200,0.03,0.0,-0.87
224300,0.03,0.0,-0.89
224400,0.03,0.0,-0.86
224500,0.03,-0.02,-0.86
224600,0.03,0.01,-0.87
224700,0.03,0.01,-0.87
224800,0.04,0.01,-0.86
224900,0.04,0.01,-0.88
225000,0.03,0.02,-0.87
225100,0.04,0.0,-0.87
225200,0.05,0.0,-0.89
225300,0.03,0.0,-0.84
225400,0.04,0.01,-0.86
225500,0.04,0.01,-0.87
225600,0.04,0.0,-0.87
225700,0.04,0.0,-0.86
225800,0.04,0.01,-0.82
225900,0.04,0.0,-0.88
226000,0.02,0.01,-0.86
226100,0.04,0.01,-0.87
226200,0.04,0.0,-0.86
226300,0.04,0.01,-0.87
226400,0.04,0.01,-0.87
226500,0.04,0.01,-0.88
226600,0.04,0.01,-0.87
226700,0.04,0.0,-0.87
226800,0.03,0.0,-0.88
226900,0.04,0.0,-0.86
227000,0.04,0.01,-0.86
227100,0.03,0.01,-0.86
227200,0.03,0.01,-0.87
227300,0.04,0.0,-0.87
227400,0.03,0.01,-0.84
227500,0.03,0.0,-0.86
227600,0.04,0.01,-0.86
227700,0.02,0.01,-0.89
227800,0.05,0.02,-0.86
227900,0.03,0.0,-0.76
228000,0.05,0.0,-0.87
228100,0.03,0.0,-0.86
228200,0.04,0.01,-0.88
228300,0.03,0.02,-0.86
228400,0.04,0.0,-0.88
228500,0.04,0.0,-0.88
228600,0.04,0.0,-0.88
228700,0.04,0.01,-0.87
228800,0.04,0.0,-0.88
228900,0.04,0.01,-0.86
229000,0.04,0.0,-0.87
229100,0.04,0.0,-0.86
229200,0.04,0.0,-0.87
229300,0.02,0.01,-1.02
229400,0.04,0.0,-0.83
229500,0.03,0.0,-0.88
229600,0.02,0.01,-0.89
229700,0.03,0.01,-0.87
229800,0.04,0.0,-0.88
229900,0.04,0.0,-0.86
230000,0.02,0.01,-0.86
230100,0.04,0.0,-0.87
230200,0.03,0.01,-0.87
230300,0.03,0.0,-0.86
230400,0.03,0.0,-0.87
230500,0.04,0.01,-0.87
230600,0.04,0.0,-0.86
230700,0.04,0.0,-0.88
230800,0.03,0.0,-0.79
230900,0.04,0.0,-0.88
231000,0.04,0.0,-0.87
231100,0.04,0.0,-0.87
231200,0.04,0.01,-0.87
231300,0.04,0.01,-0.87
231400,0.04,0.01,-0.87
231500,0.03,0.0,-0.86
231600,0.04,0.01,-0.88
231700,0.04,0.0,-0.87
231800,0.04,0.0,-0.87
231900,0.04,0.0,-0.86
232000,0.04,0.0,-0.86
232100,0.04,0.0,-0.88
232200,0.03,0.01,-0.88
232300,0.04,0.0,-0.89
232400,0.03,0.0,-0.86
232500,0.04,0.0,-0.86
232600,0.04,0.0,-0.88
232700,0.04,0.0,-0.87
232800,0.03,0.0,-0.87
232900,0.04,0.01,-0.87
233000,0.04,0.0,-0.87
233100,0.04,0.01,-0.88
233200,0.06,-0.0,-0.88
233300,0.02,0.02,-0.86
233400,0.04,0.0,-0.86
233500,0.03,0.01,-0.82
233600,0.04,0.0,-0.88
233700,0.03,0.0,-0.86
233800,0.04,0.01,-0.86
233900,0.04,0.0,-0.88
234000,0.06,0.03,-0.86
234100,0.03,0.01,-0.88
234200,0.04,0.0,-0.87
234300,0.04,0.0,-0.86
234400,0.04,0.01,-0.87
234500,0.04,0.0,-0.87
234600,0.04,0.0,-0.86
234700,0.04,0.0,-0.86
234800,0.04,0.01,-0.87
234900,0.04,0.01,-0.87
235000,0.04,0.0,-0.87
235100,0.04,0.01,-0.86
235200,0.04,0.01,-0.9
235300,0.03,0.02,-0.87
235400,0.02,0.01,-0.88
235500,0.03,0.01,-0.87
235600,0.04,0.01,-0.88
235700,0.04,0.0,-0.87
235800,0.04,0.0,-0.86
235900,0.04,0.0,-0.88
236000,0.04,0.01,-0.86
236100,0.03,0.01,-0.86
236200,0.03,0.0,-0.87
236300,0.03,0.01,-0.87
236400,0.03,0.0,-0.86
236500,0.04,0.01,-0.87
236600,0.04,0.01,-0.86
236700,0.04,0.01,-0.87
236800,0.05,0.0,-0.87
236900,0.02,0.02,-0.86
237000,0.04,0.01,-0.87
237100,0.04,0.0,-0.86
237200,0.03,0.01,-0.8
237300,0.04,0.0,-0.86
237400,0.03,0.0,-0.87
237500,0.04,0.02,-0.85
237600,0.04,0.0,-0.87
237700,0.04,0.01,-0.87
237800,0.04,0.0,-0.87
237900,0.04,0.0,-0.87
238000,0.04,0.02,-0.97
238100,0.05,0.01,-0.88
238200,0.04,0.01,-0.88
238300,0.02,0.0,-0.9
238400,0.05,0.0,-0.87
238500,0.04,0.0,-0.88
238600,0.03,0.0,-0.87
238700,0.04,0.01,-0.87
238800,0.04,0.0,-0.86
238900,0.04,0.0,-0.87
239000,0.02,0.0,-0.87
239100,0.05,-0.0,-0.87
239200,0.04,0.0,-0.82
239300,0.04,0.01,-0.87
239400,0.03,0.0,-0.86
239500,0.04,0.0,-0.86
239600,0.04,0.0,-0.86
239700,0.03,0.01,-0.87
239800,0.04,0.0,-0.87
239900,0.03,0.01,-0.87
240000,0.04,0.0,-0.88
240100,0.04,0.01,-0.87
240200,0.03,0.0,-0.86
240300,0.04,0.01,-0.87
240400,0.05,0.0,-0.85
240500,0.04,0.0,-0.88
240600,0.04,0.0,-0.86
240700,0.03,0.01,-0.88
240800,0.04,0.0,-0.86
240900,0.04,0.01,-0.87
241000,0.04,0.0,-0.87
241100,0.03,0.02,-0.87
241200,0.04,0.0,-0.87
241300,0.04,0.0,-0.86
241400,0.04,0.01,-0.87
241500,0.04,0.0,-0.86
241600,0.04,0.0,-0.87
241700,0.04,0.0,-0.86
241800,0.03,0.01,-0.87
241900,0.04,0.01,-0.87
242000,0.04,0.0,-0.87
242100,0.05,-0.02,-0.91
242200,0.03,0.01,-0.86
242300,0.03,0.01,-0.88
242400,0.04,0.0,-0.88
242500,0.04,0.0,-0.86
242600,0.04,0.0,-0.87
242700,0.04,0.0,-0.87
242800,0.03,0.0,-0.87
242900,0.03,0.0,-0.85
243000,0.04,0.01,-0.87
243100,0.04,0.0,-0.87
243200,0.03,0.01,-0.86
243300,0.03,0.0,-0.87
243400,0.04,0.0,-0.87
243500,0.04,0.0,-0.87
243600,0.03,0.01,-0.88
243700,0.04,0.0,-0.87
243800,0.04,0.0,-0.87
243900,0.04,0.01,-0.86
244000,0.04,0.0,-0.87
244100,0.03,0.0,-0.86
244200,0.04,0.0,-0.86
244300,0.04,0.0,-0.86
244400,0.04,0.0,-0.87
244500,0.04,0.01,-0.87
244600,0.03,0.0,-0.86
244700,0.02,0.02,-0.89
244800,0.04,0.02,-0.85
244900,0.03,0.0,-0.88
245000,0.04,0.0,-0.86
245100,0.04,0.0,-0.87
245200,0.04,0.01,-0.88
245300,0.04,0.01,-0.86
245400,0.04,0.0,-0.88
245500,0.04,0.0,-0.86
245600,0.03,0.01,-0.87
245700,0.04,0.0,-0.87
245800,0.04,0.0,-0.86
245900,0.04,0.0,-0.87
246000,0.03,0.01,-0.87
246100,0.03,0.0,-0.86
246200,0.04,0.0,-0.88
246300,0.04,0.0,-0.87
246400,0.05,0.0,-0.86
246500,0.04,0.01,-0.88
246600,0.02,0.01,-0.86
246700,0.05,0.0,-0.86
246800,0.03,0.01,-0.87
246900,0.04,0.01,-0.87
247000,0.04,0.0,-0.87
247100,0.04,0.0,-0.86
247200,0.03,0.0,-0.88
247300,0.03,0.02,-0.87
247400,0.03,0.0,-0.87
247500,0.03,0.0,-0.88
247600,0.03,0.01,-0.87
247700,0.04,0.0,-0.87
247800,0.04,0.01,-0.87
247900,0.02,0.01,-0.85
248000,0.05,0.01,-0.87
248100,0.03,0.0,-0.86
248200,0.06,-0.0,-0.89
248300,0.02,0.01,-0.86
248400,0.03,0.0,-0.87
248500,0.03,0.0,-0.86
248600,0.06,0.02,-0.86
248700,0.04,0.01,-0.86
248800,0.03,0.01,-0.86
248900,0.04,0.01,-0.87
249000,0.02,0.02,-0.86
249100,0.04,0.01,-0.84
249200,0.04,0.0,-0.87
249300,0.04,0.0,-0.86
249400,0.04,0.0,-0.86
249500,0.04,0.02,-0.88
249600,0.04,0.01,-0.87
249700,0.03,0.01,-0.88
249800,0.04,0.0,-0.88
249900,0.02,0.01,-0.86
250000,0.04,0.0,-0.87
250100,0.03,0.01,-0.86
250200,0.04,0.0,-0.86
250300,0.03,0.0,-0.87
250400,0.03,0.0,-0.83
250500,0.06,-0.02,-0.88
250600,0.03,0.0,-0.85
250700,0.05,0.01,-0.87
250800,0.04,0.0,-0.87
250900,0.04,0.0,-0.86
251000,0.03,0.01,-0.88
251100,0.03,0.02,-0.88
251200,0.04,0.03,-0.87
251300,0.04,0.02,-0.86
251400,0.05,0.0,-0.87
251500,0.03,0.02,-0.87
251600,0.05,0.0,-0.87
251700,0.02,0.0,-0.83
251800,0.04,0.0,-0.86
251900,0.03,0.0,-0.87
252000,0.04,0.01,-0.86
252100,0.04,0.02,-0.88
252200,0.04,0.0,-0.87
252300,0.04,0.0,-0.86
252400,0.0,0.02,-0.78
252500,0.03,0.01,-0.89
252600,0.04,0.0,-0.89
252700,0.04,0.0,-0.88
252800,0.03,0.01,-0.88
252900,0.03,0.0,-0.87
253000,0.04,0.0,-0.86
253100,0.03,0.01,-0.86
253200,0.05,0.01,-0.92
253300,0.03,0.01,-0.86
253400,0.04,0.0,-0.86
253500,0.03,0.0,-0.87
253600,0.03,0.0,-0.87
253700,0.04,0.01,-0.88
253800,0.02,0.01,-0.86
253900,0.04,0.01,-0.86
254000,0.03,0.0,-0.86
254100,0.04,0.01,-0.88
254200,0.04,0.01,-0.86
254300,0.04,0.0,-0.87
254400,0.04,0.0,-0.86
254500,0.03,0.01,-0.87
254600,0.04,0.01,-0.87
254700,0.04,0.0,-0.86
254800,0.04,0.0,-0.86
254900,0.04,0.01,-0.88
255000,0.04,0.0,-0.87
255100,0.01,0.02,-0.74
255200,0.04,0.0,-0.9
255300,0.03,0.01,-0.82
255400,0.04,0.01,-0.88
255500,0.04,0.01,-0.87
255600,0.03,0.0,-0.86
255700,0.04,0.0,-0.87
255800,0.04,0.0,-0.87
255900,0.04,0.0,-0.87
256000,0.04,0.01,-0.87
256100,0.04,0.0,-0.87
256200,0.04,0.0,-0.86
256300,0.03,0.01,-0.86
256400,0.04,0.01,-0.87
256500,0.04,0.0,-0.87
256600,0.04,0.01,-0.87
256700,0.04,0.02,-0.89
256800,0.04,-0.0,-0.87
256900,0.04,0.0,-0.86
257000,0.02,0.0,-0.88
257100,0.02,0.02,-0.86
257200,0.04,0.0,-0.87
257300,0.04,0.0,-0.86
257400,0.04,-0.0,-0.9
257500,0.03,0.0,-0.87
257600,0.04,0.01,-0.87
257700,0.04,0.0,-0.86
257800,0.04,0.0,-0.86
257900,0.04,0.0,-0.86
258000,0.03,0.01,-0.88
258100,0.03,0.0,-0.87
258200,0.04,0.0,-0.87
258300,0.04,0.0,-0.88
258400,0.04,0.0,-0.88
258500,0.03,0.01,-0.93
258600,0.06,0.0,-0.88
258700,0.04,-0.0,-0.83
258800,0.03,0.0,-0.87
258900,0.02,0.02,-0.87
259000,0.04,0.01,-0.86
259100,0.04,0.0,-0.87
259200,0.04,0.0,-0.86
259300,0.04,0.01,-0.87
259400,0.03,0.0,-0.87
259500,0.03,0.01,-0.87
259600,0.04,0.0,-0.87
259700,0.04,0.0,-0.87
259800,0.04,0.0,-0.87
259900,0.03,0.0,-0.86
260000,0.03,0.01,-0.87
260100,0.04,0.01,-0.87
260200,0.04,0.01,-0.87
260300,0.04,0.01,-0.87
260400,0.03,0.0,-0.88
260500,0.03,0.0,-0.86
260600,0.04,0.0,-0.87
260700,0.04,0.0,-0.88
260800,0.03,0.0,-0.86
260900,0.03,0.0,-0.87
261000,0.04,0.0,-0.87
